BIUE Evs IHITE DCON,0.12812841922686719,89631139,3,1,1.1
AuI IIu IIIII Ducos,0.02546279082310044,89631139,3,3,1.1
BLUE-EVEs INHITE DRGON,0.39545789048685576,89631139,1,1,1.2
ILUU LYI WIIIIL UNAGON,0.06607026580656639,89631139,1,3,1.2
BUE Ewes IAITE Dacos,0.07795308523325506,89631139,3,1,1.2
Auul Iu IIITI Ducos,0.016604891944329264,89631139,3,3,1.2
BLUE-EVEs INHITE DRGON,0.39545789048685576,89631139,1,1,1.3
ILUU LYI  WIIIIL VNAGON,0.05732396421093233,89631139,1,3,1.3
BE Ees IITEDacos,0.13773770423862017,89631139,3,1,1.3
Auu U IIITI DcOs,0.018057821816460998,89631139,3,3,1.3
BLUE-EVEs INHITE DRGON,0.39545789048685576,89631139,1,1,1.4
ILUU LYI  WIIIIL VNAGON,0.052778032780906675,89631139,1,3,1.4
BT Ees IITEDcos,0.17373512233781818,89631139,3,1,1.4
Au U IITI OuCOs,0.014702435309370687,89631139,3,3,1.4
BLUE-EVEs INHITE DRGON,0.39545789048685576,89631139,1,1,1.5
ILUU LYI  WIIIIL VNAGON,0.05078183275053418,89631139,1,3,1.5
BL-Sis IITE DaCos,0.025903908432802665,89631139,3,1,1.5
Wu U IIITI OuCOs,0.011900893982021106,89631139,3,3,1.5
BLUE-EVEs INHITE DRGON,0.39545789048685576,89631139,1,1,1.6
IUUULYIWIIIIU INAGUN,0.04604171808533375,89631139,1,3,1.6
BL-Eis IIITE DaCos,0.020714165318045215,89631139,3,1,1.6
W I IITI OCOs,0.019688667770689828,89631139,3,3,1.6
BLUE-EVEs INHITE DRGON,0.39545789048685576,89631139,1,1,1.7
IUUULYIWIIIIU INAGUN,0.04604171808533375,89631139,1,3,1.7
BL-Eis IIITE DaCos,0.020714165318045215,89631139,3,1,1.7
W I IITI OCOs,0.019688667770689828,89631139,3,3,1.7
BLUE-EVEs INHITE DRGON,0.39545789048685576,89631139,1,1,1.8
ILUU LYI' WIIIIL VNAGON,0.056323207286222525,89631139,1,3,1.8
B-Sis IITE DaCos,0.020961936346837684,89631139,3,1,1.8
Nu U IITI OCOs,0.021946879655290633,89631139,3,3,1.8
BLUE-EVEs INHITE DRGON,0.39545789048685576,89631139,1,1,1.9
ILUU LYI' WIIIIL VNAGON,0.056323207286222525,89631139,1,3,1.9
B-Sis IITE DaCos,0.020961936346837684,89631139,3,1,1.9
Nu U IITI OCOs,0.021946879655290633,89631139,3,3,1.9
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,0.0
DIP Eyrs WIIII DAAGON,0.1507411723099306,22804410,1,3,0.0
Dem EEsWIEDaCOW,0.040021852901596176,22804410,3,1,0.0
D CgIDGON,0.06629086069398109,22804410,3,3,0.0
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,0.1
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,3,0.1
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,3,1,0.1
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,3,3,0.1
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,0.2
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,3,0.2
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,3,1,0.2
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,3,3,0.2
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,0.3
DEEP-EYEs IHITE DRAGON,0.7447939985167533,22804410,1,3,0.3
DEEP-EYEs IHITE DRAGON,0.7491360685914578,22804410,3,1,0.3
DEEP-EYEs IHITE DRAGON,0.7452154498296016,22804410,3,3,0.3
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,0.4
DEEP-EYEs IHITE DRAGON,0.7019952796585105,22804410,1,3,0.4
DEEP-EYEs IHITE DRAGON,0.7578649325112627,22804410,3,1,0.4
DEEP-EYEs IHITE DRAGON,0.6990549049821624,22804410,3,3,0.4
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,0.5
DEEP-EYEs IHITE DRAGON,0.7510402014771356,22804410,1,3,0.5
DEEP-EYEs IHITE DRAGON,0.6026072979922983,22804410,3,1,0.5
DEEP-EYEs IHITE DRAGON,0.671239452817708,22804410,3,3,0.5
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,0.6
DEIP EYEs IHITE DRAGON,0.2409544741900118,22804410,1,3,0.6
DEEP-EYEs IHITE DRAGON,0.3857369274414911,22804410,3,1,0.6
DCER EYEs IAITE DRAGON,0.1685191973428462,22804410,3,3,0.6
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,0.7
DEIP Eyrs WHITE DAAGON,0.29385094812379464,22804410,1,3,0.7
DEEP-EYEs WHITE DaGON,0.11544808489023035,22804410,3,1,0.7
DR Evs INIEDRAGON,0.08637766897387054,22804410,3,3,0.7
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,0.8
DI Eyrs WHITE DAAGON,0.39135442168853274,22804410,1,3,0.8
Dem EEs WIEDRGOW,0.04491009765154003,22804410,3,1,0.8
D Eg IICDAGON,0.02682424886107412,22804410,3,3,0.8
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,0.9
IIP Eyrs WIIII DAAGON,0.08289066150091556,22804410,1,3,0.9
De EesWIEDCOW,0.07676533916418096,22804410,3,1,0.9
Du Eus WMITLDuCOs,0.02760886582999879,22804410,3,3,0.9
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,1.0
III Eys WHIII UAAGON,0.10862183795882473,22804410,1,3,1.0
Dr Eves WIE Ducos,0.06573273662693402,22804410,3,1,1.0
Du Es IMITLDuGOs,0.03654360908737072,22804410,3,3,1.0
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,1.1
III Iys WIIII UNAGON,0.06175844842553939,22804410,1,3,1.1
Dr Eves WIE Duco,0.10910769034437633,22804410,3,1,1.1
D Es IIILDGOs,0.05143542411848266,22804410,3,3,1.1
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,1.2
III Lys WIIII UNAGON,0.09290793680505952,22804410,1,3,1.2
DEsWDCOw,0.0780955406333279,22804410,3,1,1.2
Dr Us IIILDGOs,0.034077809168997726,22804410,3,3,1.2
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,1.3
III Lys WIIII UNAGON,0.09268781318490425,22804410,1,3,1.3
DEsWDCOw,0.1028424594477918,22804410,3,1,1.3
Dr U IIIIDcOs,0.029460456461459984,22804410,3,3,1.3
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,1.4
III Ly WIIII UNAGON,0.13293703091561276,22804410,1,3,1.4
DEsWDCOw,0.12150887965226762,22804410,3,1,1.4
Dr U IIIIDcOs,0.01309903175858578,22804410,3,3,1.4
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,1.5
III Ly WIIII UNAGON,0.11582470878690741,22804410,1,3,1.5
DEsWDCow,0.09559163898085717,22804410,3,1,1.5
MMoo,0.01405605673789978,22804410,3,3,1.5
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,1.6
III Ly WIIII UNAGON,0.09412300822989117,22804410,1,3,1.6
DEsWDCow,0.09338508370853796,22804410,3,1,1.6
MmMoo,0.0075158723203766166,22804410,3,3,1.6
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,1.7
III Ly WIIII UNAGON,0.09412300822989117,22804410,1,3,1.7
DEsWDCow,0.09338508370853796,22804410,3,1,1.7
MmMoo,0.0075158723203766166,22804410,3,3,1.7
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,1.8
III Ly WIIII UNAGON,0.09498321005662892,22804410,1,3,1.8
DEsWDCow,0.08655854217060237,22804410,3,1,1.8
MmMon,0.006508177421213743,22804410,3,3,1.8
DEEP-EYEs IHITE DRAGON,0.7461364146812272,22804410,1,1,1.9
III Ly WIIII UNAGON,0.09498321005662892,22804410,1,3,1.9
DEsWDCow,0.08655854217060237,22804410,3,1,1.9
MmMon,0.006508177421213743,22804410,3,3,1.9
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,0.0
MMIyMIGM [orI TI ,0.004379672757268883,82301904,1,3,0.0
-,0.5819159125134696,82301904,3,1,0.0
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,0.1
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,3,0.1
C EvnICM - EJLO T En,0.017718786458490513,82301904,3,1,0.1
C EvnICM - EJLO T En,0.017718786458490513,82301904,3,3,0.1
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,0.2
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,3,0.2
C EvnICM - EJLO T En,0.017718786458490513,82301904,3,1,0.2
C EvnICM - EJLO T En,0.017718786458490513,82301904,3,3,0.2
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,0.3
C EvnICM - EJLO T En,0.0175034570856859,82301904,1,3,0.3
C EvnICM - EOLO T En,0.017353413165331996,82301904,3,1,0.3
C EvnICM - EOIO T En,0.014877969868371933,82301904,3,3,0.3
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,0.4
C EvuICM - EOL O T E,0.019647327055856707,82301904,1,3,0.4
CEvnICM - EIO T En,0.023150801088291737,82301904,3,1,0.4
C EvoICM - EOIO T En,0.018653258252049446,82301904,3,3,0.4
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,0.5
C EvEICM - EUI O T En,0.004236994210937186,82301904,1,3,0.5
UEvoh,0.014138093988020333,82301904,3,1,0.5
CU EvGuICM,0.004155047788328528,82301904,3,3,0.5
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,0.6
[IN INM . ETI M[o A,0.004828894812629529,82301904,1,3,0.6
CUCo NCM-OONNIIJ,0.0012678758409308485,82301904,3,1,0.6
UMUIICN,0.03742312544982996,82301904,3,3,0.6
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,0.7
MMEyIIGM [orI T R ,0.00741858780154654,82301904,1,3,0.7
CNC-Mi¡»LI,0.0027010512792499538,82301904,3,1,0.7
Cn,0.1538955840321301,82301904,3,3,0.7
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,0.8
CMEyIIGM [orI I W ,0.006083128602145585,82301904,1,3,0.8
Io-ss,0.00548570405114769,82301904,3,1,0.8
C,0.4456985619199827,82301904,3,3,0.8
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,0.9
MMIyIIM IwrI II ,0.014511982269516652,82301904,1,3,0.9
-,0.6079616183611201,82301904,3,1,0.9
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,1.0
MMIyIIM IorI II ,0.01410643392167435,82301904,1,3,1.0
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,1.1
MM,0.3009141196327823,82301904,1,3,1.1
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,1.2
MM,0.21693369111113536,82301904,1,3,1.2
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,1.3
MM,0.27640856945769954,82301904,1,3,1.3
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,1.4
MM,0.28717118060135133,82301904,1,3,1.4
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,1.5
MM,0.2633241531897524,82301904,1,3,1.5
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,1.6
MM,0.1983813749289946,82301904,1,3,1.6
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,1.7
MM,0.1983813749289946,82301904,1,3,1.7
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,1.8
MM,0.1745234540316719,82301904,1,3,1.8
C EvnICM - EJLO T En,0.017718786458490513,82301904,1,1,1.9
MM,0.1745234540316719,82301904,1,3,1.9
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,0.0
[MNIM I Iot O UOIWGIO I,0.002632414353432188,64681432,1,3,0.0
ClTJC,0.010949381828137062,64681432,3,1,0.0
144441,0.07982233576058768,64681432,3,3,0.0
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,0.1
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,3,0.1
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,3,1,0.1
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,3,3,0.1
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,0.2
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,3,0.2
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,3,1,0.2
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,3,3,0.2
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,0.3
GMNDORA THE DCOR O DBTWUCTIO,0.08531862471734185,64681432,1,3,0.3
GMNIORA TE DGON O IESICTIOH,0.028415477840897287,64681432,3,1,0.3
GMNDORA TE DCOR O DBTWUCTIO,0.09952949652078653,64681432,3,3,0.3
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,0.4
GMNDORA TE DCOR O DETWUCTIO,0.10768321140535098,64681432,1,3,0.4
GMNIORA TE DGOA O IESTUCTIOH,0.017599529132977274,64681432,3,1,0.4
GMNORA TE DGON ODESTUCTIOI,0.14416613125236194,64681432,3,3,0.4
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,0.5
GMNORA TE DGON OIETUCTIOK,0.05676773503887185,64681432,1,3,0.5
GMDOy TE DCON ODSTCIOI,0.014990217958883284,64681432,3,1,0.5
T DGOA O DBTUCIoL,0.02575539712283631,64681432,3,3,0.5
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,0.6
GMNMORA TME DGOA O DETWCTIOI ,0.023777247379382718,64681432,1,3,0.6
Gel TE DGoODSCTOI,0.02345869579788406,64681432,3,1,0.6
[ Do,0.027713783439616002,64681432,3,3,0.6
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,0.7
CANMRA TE MoN NINCOI I,0.0034593793563332752,64681432,1,3,0.7
GutTDCU,0.016216846760148697,64681432,3,1,0.7
G,0.9863140012676155,64681432,3,3,0.7
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,0.8
[MNMOM IE Iot O UOIWGIOI U,0.0022114264897365927,64681432,1,3,0.8
Gl OJaO,0.01473168090345635,64681432,3,1,0.8
114141,0.035565032646615015,64681432,3,3,0.8
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,0.9
[MNIM J IOA  UIWGO I,0.007446992797556374,64681432,1,3,0.9
TL;!,0.005245115142315626,64681432,3,1,0.9
qvu,0.006182085468550744,64681432,3,3,0.9
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,1.0
[NIM JC IOA N UWGO I,0.004964313582589518,64681432,1,3,1.0
0!,0.029947716329884896,64681432,3,1,1.0
Ruu,0.004343366481330794,64681432,3,3,1.0
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,1.1
[NIM JC IOA N UWGW ,0.008453310469232702,64681432,1,3,1.1
!,0.3804488701630113,64681432,3,1,1.1
OMsn,0.0006758329691365361,64681432,3,3,1.1
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,1.2
[NIMM IIION N UWGI ,0.009466938577919299,64681432,1,3,1.2
41s,0.003769436884532715,64681432,3,1,1.2
V+CIu,0.0008245051145125367,64681432,3,3,1.2
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,1.3
[NIMM IION N UWGI ,0.008149814229572939,64681432,1,3,1.3
1!,0.11132889431230678,64681432,3,1,1.3
VLOIN,0.0017875682397710557,64681432,3,3,1.3
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,1.4
[NIMM IIO N UWGI ,0.01325127775039269,64681432,1,3,1.4
O11,0.010266255641006765,64681432,3,1,1.4
VANINI,0.0025019286406793256,64681432,3,3,1.4
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,1.5
[NIMM III N UWUI ,0.011501100624118148,64681432,1,3,1.5
I!,0.01648863644363492,64681432,3,1,1.5
VAINI,0.01488628121570338,64681432,3,3,1.5
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,1.6
[NIMM III N UWUI ,0.010139727128350406,64681432,1,3,1.6
I],0.03809214321812041,64681432,3,1,1.6
V AINI,0.023534549113685136,64681432,3,3,1.6
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,1.7
[NIMM III N UWUI ,0.010139727128350406,64681432,1,3,1.7
I],0.03809214321812041,64681432,3,1,1.7
V AINI,0.023534549113685136,64681432,3,3,1.7
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,1.8
[NIMM III N UUWUII ,0.004911856061150187,64681432,1,3,1.8
TI!,0.003234493582146587,64681432,3,1,1.8
 AII,0.020605478435754776,64681432,3,3,1.8
GMNDORA THE DCOR O DBTWUCTIO,0.08099905925786925,64681432,1,1,1.9
[NIMM III N UUWUII ,0.004911856061150187,64681432,1,3,1.9
TI!,0.003234493582146587,64681432,3,1,1.9
 AII,0.020605478435754776,64681432,3,3,1.9
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,0.0
HlUC Eyrs II DMGON,0.11007148946338481,30576089,1,3,0.0
BUUE EEsJT DGOW,0.1633932800519718,30576089,3,1,0.0
BLUEEves Iu DMoos,0.03605518628560881,30576089,3,3,0.0
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,0.1
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,3,0.1
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,3,1,0.1
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,3,3,0.1
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,0.2
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,3,0.2
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,3,1,0.2
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,3,3,0.2
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,0.3
BLUE-EYEs JET DRAGON,0.8750475464614335,30576089,1,3,0.3
BLUE-EYEs JET DRAGON,0.8732135629225672,30576089,3,1,0.3
BLUE-EYEs JET DRAGON,0.8790359528656182,30576089,3,3,0.3
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,0.4
BLUE-EYEs JET DRAGON,0.8680632094888047,30576089,1,3,0.4
BLUE-EYEs JET DRAGON,0.8058659969799736,30576089,3,1,0.4
BLUE-EYEs JET DRAGON,0.7982076782215932,30576089,3,3,0.4
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,0.5
BLUE-EYEs JET DRAGON,0.7384282981591973,30576089,1,3,0.5
BLUE-EYEs JET DRAGON,0.47608590815878543,30576089,3,1,0.5
BLUE-EYEs JET DRAGON,0.5401553755017561,30576089,3,3,0.5
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,0.6
BlUEEYEs JET DRAGON,0.23316247689730743,30576089,1,3,0.6
BLUE-EVEs JET DRAGON,0.2699774868888812,30576089,3,1,0.6
BUUE EYES JET DRAGON,0.1397052849721834,30576089,3,3,0.6
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,0.7
BLUE Eyrs IEI DRAGON,0.21164175062312007,30576089,1,3,0.7
BUUE-EVEsJET DRGON,0.22712439429534245,30576089,3,1,0.7
BLUE-EYEs JI DNGON,0.24024349120842353,30576089,3,3,0.7
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,0.8
BlUE Eyrs II DNGON,0.15281435329887544,30576089,1,3,0.8
BUUE EEsJET DGOW,0.14761632349226278,30576089,3,1,0.8
BLUE EyEs JI DMGos,0.07520944444977458,30576089,3,3,0.8
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,0.9
HUC Eyrs II DNGONN,0.1413724026977587,30576089,1,3,0.9
BUUE EEsJT DGOW,0.10604210586059673,30576089,3,1,0.9
A C DNON,0.049278403819939164,30576089,3,3,0.9
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,1.0
MUI Eys II UNGONN,0.08498048345310874,30576089,1,3,1.0
BUUE EsJDCOW,0.07889999651188578,30576089,3,1,1.0
AuUr EsIu Duoos,0.08046444056452669,30576089,3,3,1.0
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,1.1
MUI EyIs II UNAGONN,0.05370324164320325,30576089,1,3,1.1
BUUEEsJDCOw,0.06496403937964576,30576089,3,1,1.1
AUVI UIII Dmos,0.03568147188683695,30576089,3,3,1.1
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,1.2
MUI CyIs II UNAGONN,0.0489123255801017,30576089,1,3,1.2
BUEsJDCOw,0.07288350126932462,30576089,3,1,1.2
AIVI UIII Dumos,0.022819608874875108,30576089,3,3,1.2
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,1.3
MUI CyIs II UNAGONN,0.03668147368145175,30576089,1,3,1.3
BUEsJDCo,0.24362883803946592,30576089,3,1,1.3
AIII I,0.15400409495072478,30576089,3,3,1.3
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,1.4
NUUUIJI NNAGON,0.03065868222154665,30576089,1,3,1.4
BUUEsJDCO,0.15330298948057583,30576089,3,1,1.4
AIII LI,0.06823899983025118,30576089,3,3,1.4
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,1.5
MUI LyIs I UNAGONN,0.02478115201427271,30576089,1,3,1.5
BEsJDCo,0.3049903222885878,30576089,3,1,1.5
AIII CI,0.05011051469854258,30576089,3,3,1.5
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,1.6
NUUUIJI NNAGON,0.03624324131714372,30576089,1,3,1.6
BEsJDCo,0.32542945211033436,30576089,3,1,1.6
AIII Ci,0.0735805199926655,30576089,3,3,1.6
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,1.7
NUUUIJI NNAGON,0.03624324131714372,30576089,1,3,1.7
BEsJDCo,0.32542945211033436,30576089,3,1,1.7
AIII Ci,0.0735805199926655,30576089,3,3,1.7
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,1.8
MUI LyIs II UNAINN,0.03418793666021206,30576089,1,3,1.8
BEsJDCo,0.33134266097972365,30576089,3,1,1.8
AIII Ci,0.03784516123303837,30576089,3,3,1.8
BLUE-EYEs JET DRAGON,0.8766451649644481,30576089,1,1,1.9
MUI LyIs II UNAINN,0.03418793666021206,30576089,1,3,1.9
BEsJDCo,0.33134266097972365,30576089,3,1,1.9
AIII Ci,0.03784516123303837,30576089,3,3,1.9
BUUEEvss ATERNATII IITE DuCOI,0.03318231421904222,38517737,1,1,0.0
MuCI NIINAII IIIIDMCV,0.05218465951487963,38517737,1,3,0.0
T LTUA-J,0.024852713450282043,38517737,3,1,0.0
SuILIIM,0.0247789931192157,38517737,3,3,0.0
BUUEEvss ATERNATII IITE DuCOI,0.03318231421904222,38517737,1,1,0.1
BUUEEvss ATERNATII IITE DuCOI,0.03318231421904222,38517737,1,3,0.1
BUUEEvss ATERNATII IITE DuCOI,0.03318231421904222,38517737,3,1,0.1
BUUEEvss ATERNATII IITE DuCOI,0.03318231421904222,38517737,3,3,0.1
BUUEEvss ATERNATII IITE DuCOI,0.03318231421904222,38517737,1,1,0.2
BUUEEvss ATERNATII IITE DuCOI,0.03318231421904222,38517737,1,3,0.2
BUUEEvss ATERNATII IITE DuCOI,0.03318231421904222,38517737,3,1,0.2
BUUEEvss ATERNATII IITE DuCOI,0.03318231421904222,38517737,3,3,0.2
BUUEEvss ATERNATII IITE DuCOI,0.03318231421904222,38517737,1,1,0.3
